CL_target,CD_target,CoP_target,Total_Points_legacy,Total_Points_corrected,Endurance_Score_legacy,Endurance_Score_corrected,Autocross_Score_legacy,Autocross_Score_corrected,Skidpad_Score_legacy,Skidpad_Score_corrected,Accel_Score_legacy,Accel_Score_corrected,DragEnergy_Endurance_kJ_legacy,DragEnergy_Endurance_kJ_corrected,TractiveEnergy_Endurance_kJ_legacy,TractiveEnergy_Endurance_kJ_corrected
0.055,0.025,0.475,393.4941535089169,428.38741434680827,187.9585837896714,198.52023883120023,80.6113234740344,84.40793582201681,73.19836738057823,71.65777880289745,51.7258788646329,73.80146089069378,767.3718035265489,794.8235180560607,1963.1345742674398,2105.505458324566
0.035,0.0275,0.475,356.67424013577977,391.6775449746185,168.97078017355508,180.82658626602924,70.85208588204588,75.35407864614834,68.72608657463577,65.36992750201745,48.125287505543035,70.12695256042349,771.7706748012805,801.045412323051,1833.5856556758201,1965.3465709503287
0.04,0.0275,0.475,369.00436094933093,399.64460282215884,175.43481601783088,184.58252324998173,74.03238290759465,77.2725867021117,70.60224420962044,66.8748395410716,48.93491781428499,70.91465332899384,790.1184917631383,816.7816024538873,1879.3929765532084,2011.0691330380257
0.045,0.0275,0.475,375.6448658587466,406.95752300138963,179.22328341856925,188.6605962100176,75.92937879914294,79.45983506476658,70.76337684227491,67.17260888385229,49.728826798759506,71.66448284275313,805.3679242210367,833.1735090593852,1924.0097654187464,2057.847315087311
0.05,0.0275,0.475,384.8596650154413,415.93443249261196,183.3374086318079,192.84664614134059,78.14256760864693,81.4950475367253,72.86939581704624,69.20022510177478,50.51029295794018,72.39251371277129,821.9782485369726,850.0256062042577,1967.004197346977,2101.9539112567195
0.055,0.0275,0.475,392.06947228270235,424.86100406675473,187.20329364412277,197.03998049877723,80.4070523903396,83.60006138977258,73.18111406952336,71.11254966242764,51.27801217871663,73.10841251577725,838.3031225066912,866.6956764638178,2007.5030253626326,2145.504981693035
0.035,0.03,0.475,351.403484926225,388.4053870086884,167.09071694764745,179.35026734467704,68.52573923316234,74.63879538271405,68.06353413342933,64.95889522275868,47.72349461198585,69.45742905853868,833.5628253099554,866.903425110359,1871.276275944638,2005.615067295636
0.04,0.03,0.475,366.8841369930764,397.4559157698287,174.3065037144534,183.63871103822322,73.39894080377013,76.75524294177785,70.65641591186665,66.84748772711896,48.52227656298626,70.21447406270866,854.3847627189542,884.6757489708815,1915.7892198901843,2052.4871984718634
0.045,0.03,0.475,369.7166038250369,404.79323154803626,176.77860594291357,187.67443582385204,73.22898989342414,78.88806634317608,70.40358559561992,67.2768781522941,49.30542239307926,70.95385122871402,866.160395703991,902.321063906095,1955.3915581897809,2097.871634672801
0.05,0.03,0.475,383.4154799496013,413.9608701954637,182.56680313973655,191.97971071737575,77.82052773097794,81.10155085138261,72.95197998793233,69.20744718200957,50.07616909095445,71.67216144469577,890.8478087548503,920.5172966517655,2006.8446530167291,2142.6045218897557
0.055,0.03,0.475,390.7919595353393,421.08870455280055,186.58829783060395,195.85256621342194,80.23500451295685,83.23173840080035,73.16208783722485,69.6400561429548,50.80656935455364,72.36434379562345,908.7898791237633,937.8110826953731,2050.2075996921794,2188.8971806053687
0.035,0.015,0.5,369.06713812066187,406.86510609004205,174.44542295326147,187.26706681117503,74.15670104185615,78.94242018739165,71.06364329751719,67.68403355862804,49.401370828027076,72.9715855328473,437.0625344733884,456.41940496412525,1637.0911795633197,1776.6805452749563
0.04,0.015,0.5,381.0000970188089,416.88048498411035,180.69405068434298,191.9890894166372,77.0377931707163,81.43865548200866,72.85884067337352,69.62029140526865,50.40941249037612,73.83244868019588,446.94682505857014,467.5517975998163,1675.8276583187417,1820.8557809173317
0.045,0.015,0.5,387.3993091185363,426.4478293754664,183.67202113974153,196.50878501081178,79.16791640119907,83.61890640939212,73.20467895593751,71.65777202596644,51.35469262165818,74.66236592929607,451.9299078872098,478.49704737517095,1703.9362086364995,1863.5061035501951
0.05,0.015,0.5,396.3223471392233,437.57813615360976,187.72122447554594,203.06221491032701,81.27832724567006,87.18011828902732,75.13737077907646,71.86607464678843,52.18542463893084,75.46972830746697,461.38626906461127,489.3436154477713,1741.4781195147634,1901.2009903914104
0.055,0.015,0.5,406.8062507544864,446.8359874724262,192.23815016091513,207.28220815042164,83.92716602634951,89.51467179549412,77.63939649834411,73.78810399572315,53.001538068877665,76.25100353078733,471.40099259724906,499.1039642426682,1786.2663022782147,1940.075160206549
0.035,0.0175,0.5,367.43869576083466,403.8208541781041,173.75603929715285,185.95284468715184,73.42931750332764,78.31786471532797,71.04438057034587,67.1822562858516,49.20895839000835,72.36788848977265,507.1604581751524,528.281749424809,1679.13441568744,1815.6950638028054
0.04,0.0175,0.5,380.1487529198865,413.37967150364506,180.3659511634458,190.46804423760727,76.74552341086411,80.51896143253171,72.8717445332226,69.2100765271629,50.16553381235399,73.18258930634325,519.8655202648937,540.7765173977872,1721.4230453742193,1859.1726015173194
0.045,0.0175,0.5,387.43001883069337,421.2104644767749,184.3732671535026,194.7645753298105,78.88882083526998,82.94442484263377,73.16939966518157,69.50250247724193,50.99853117673919,73.99896182708875,531.3321912753605,552.7909726562186,1762.4298243128594,1903.8736984184666
0.05,0.0175,0.5,396.27775548042086,435.3516700989434,188.20118086021148,202.12010756775769,80.98714476237666,86.60180736181051,75.27926527691302,71.83635501083606,51.810164580919725,74.79340015853913,541.464359670962,566.7812232997122,1797.7954840932268,1948.1583182661377
0.055,0.0175,0.5,401.5992070785956,444.6291635693443,190.5071563587301,206.39641372654054,82.92460533626986,88.76427188010797,75.580745074462,73.9023230004036,52.586700309133626,75.5661549622922,544.6420180341577,578.5815179464586,1829.3818129615486,1985.863317285344
0.035,0.02,0.5,365.8040822329422,401.62710452458765,172.91241911187046,184.92802413623875,72.90202605476206,77.68582685709791,71.00848076726743,67.28403331728484,48.981156299042276,71.72922021396614,575.6220138376981,599.1179419426194,1720.95870563156,1855.1043432722915
0.04,0.02,0.5,376.36972914186157,411.2524257353626,179.16305649795572,189.54575115004036,76.17011355525263,79.98598042903151,71.2171035874923,69.18251470383507,49.81945550116093,72.53817945245561,588.9265089362544,613.3276811009808,1760.4852808740836,1900.4786695243063
0.045,0.02,0.5,385.61952476170563,419.21293734051926,183.3975071871244,193.81696547574853,78.27637860508209,82.41446118210942,73.3114327122183,69.6405867923729,50.63420625728088,73.34092389028844,602.1805113330206,626.9080674553072,1802.165707091992,1947.8691386472772
0.05,0.02,0.5,394.1868672945929,431.782691281864,187.24041030884104,200.52455965458662,80.28081511582546,85.71388572538368,75.25374971408607,71.42188274215323,51.41189215584033,74.12236315974044,613.763403566532,641.7260399994524,1839.3742879608894,1990.3414825647537
0.055,0.02,0.5,402.5948463542942,441.19247485018235,191.61004915679766,205.03014876555378,83.23429296567213,87.93081596202964,75.5796555125251,73.38604254916524,52.170848719299265,74.84546757343371,628.3427823913471,655.7090464029243,1882.3449011403134,2031.0872552442902
0.035,0.0225,0.5,362.69746842830284,399.5562756893036,172.68302002727435,184.0330531511101,71.35576192697378,77.16228583799177,70.03665629912454,67.25662460416459,48.62203017493014,71.10431209603716,640.735305256688,669.2526778490194,1755.189989341364,1894.2823450561625
0.04,0.0225,0.5,375.34188509292846,409.4055747228888,178.44241926033877,188.6945452773284,76.00008758435936,79.50353931108853,71.44946861536384,69.30786906946533,49.44990963286645,71.89962106500657,658.9069848015857,685.3643165002624,1802.2681836951654,1942.4309286109583
0.045,0.0225,0.5,384.4352281057491,416.9414866631114,182.6979491957938,192.83757871544086,78.15310913930772,81.80484486836227,73.3497339080858,69.61041394844723,50.2344358625618,72.68864913086107,673.4882573912025,699.7063264386516,1844.7828625431994,1988.5164183219028
0.05,0.0225,0.5,393.90921049168406,426.2067162013701,186.99525261053518,197.24731889635038,80.66840781167846,84.00623750161472,75.24202937458297,71.52858109620234,51.00352069488749,73.42457870720267,687.8511769715028,715.076548689863,1886.5464770666172,2032.6021137942219
0.055,0.0225,0.5,404.08445068873175,437.11628740364995,193.0376435466069,203.66223832522397,83.7378587093794,87.44949939836185,75.5485640059228,71.86555888644403,51.76038442682268,74.1389907936201,702.5319988103452,730.8982956023799,1926.1982684205582,2075.91155070205
0.035,0.025,0.5,364.4378805303002,396.71217836250247,172.78834021461384,182.80573933061575,72.74162646240208,76.54561643754808,70.65712862742495,66.87469931330688,48.25078522585938,70.48612328103178,709.7008180160689,738.7002433347792,1794.7913089847475,1934.521593972681
0.04,0.025,0.5,371.8434130775851,404.30617098459425,176.82514577232732,187.05015117567203,75.02921328346685,78.81556926951403,70.95169158185003,67.17261185306035,49.037362439940914,71.26783868634786,725.0678539623776,754.9331445828409,1838.428220222467,1983.0210502087766
0.045,0.025,0.5,382.1469859513117,414.6307732893591,181.7055092283143,191.7956926476486,77.87882961869647,81.0955329921255,72.75193799929708,69.71382869447878,49.81070910500386,72.02571895510624,742.9356123835541,771.435901707113,1887.7740309555531,2028.5949640713554
0.05,0.025,0.5,391.87881441080117,424.2071827300064,185.97418406682257,196.29345199564514,79.98871782697218,83.50334043889559,75.34489320115676,71.66704944543706,50.57101931584967,72.74334085002864,757.8776688026095,788.4371617246186,1928.58707533425,2074.5219550347165
0.055,0.025,0.5,402.267114929752,434.7643829656625,192.08811534160498,202.66827965458256,83.30625237244904,86.81780765833582,75.55392683733074,71.83834664639885,51.31882037836725,73.43994900634526,773.7587244884455,805.5780201040249,1969.6983532289244,2119.1329734426613
0.035,0.0275,0.5,360.8181224232459,394.6497428072519,170.4515133099748,181.9272778808428,71.9111082508484,76.01013393818782,70.60328165405878,66.84818871657501,47.85221920836388,69.86414227164632,776.1618323576347,807.0999520623735,1840.4062575580833,1976.9576659779907
0.04,0.0275,0.5,369.6974414263088,402.06945833726303,175.71323135501908,185.98371891880055,74.36845700761579,78.18006774572578,70.98781597845579,67.27421644017821,48.62793708521817,70.63145523255851,790.66244135977,823.9157912643698,1875.8674472973375,2022.6451830044055
0.045,0.0275,0.5,380.14407555446024,411.5597932736714,180.67654467487807,190.5141378129563,77.22390253619913,80.48523599971558,72.85318158148559,69.2074462612035,49.3904467618974,71.35297319979603,810.4218776516038,842.0961092372157,1926.777873061244,2071.9570274679736
0.05,0.0275,0.5,388.95652355082774,418.86023526054555,184.63038598178295,194.56095314773688,79.35775097330503,82.72828164571348,74.82846012067493,69.5100057496832,50.139926475064826,72.06099471741196,826.3596928741445,859.1701614331273,1969.8435370427342,2116.3795919871623
0.055,0.0275,0.5,396.93892130181257,431.4706739753967,188.73540951878422,201.15548916131502,81.66428013647817,86.11230500803838,75.6623227562149,71.44952974910595,50.87690889033527,72.75335005693742,842.2904517795214,878.1536917468306,2010.672734219756,2161.099364502987
0.035,0.03,0.5,352.578101978389,392.86699666702617,167.11848884742116,181.14070324673165,68.05884409521136,75.53235173166476,69.94670817555426,66.98415046588626,47.45406086020219,69.2097912227435,833.2214916826264,875.2184768582429,1869.3483863536167,2017.864157765713
0.04,0.03,0.5,363.2923556719724,400.29658236435625,173.37868927180102,185.2565821417396,71.4240657279495,77.82378044106693,70.27018245380948,67.28151578938255,48.21941821841245,69.93470399216719,852.1904485867674,893.3151267282706,1913.357640107526,2066.0702795888183
0.045,0.03,0.5,372.4334753933117,409.44962922989436,177.6344988326921,189.66843049927505,73.60108198066547,79.953700035592,72.22624832904134,69.179967349382,48.971646250912826,70.64753134564529,870.5009548878664,912.5725448050821,1958.3355784996138,2114.5376056158548
0.05,0.03,0.5,385.25262567818214,416.5185936172238,183.46953196069842,193.48663209304402,78.90381936259179,82.07305433494213,73.168373636097,69.61253335470195,49.71090071879494,71.34637383453573,893.6422595525111,929.7215371057961,2008.8666172784474,2158.451696770168
0.055,0.03,0.5,393.96144847218795,428.79629075576025,187.36447391878636,199.91603273639856,81.02266769793546,85.42768528414248,75.14527572093553,71.42227758470008,50.42903113453063,72.03029515051917,910.6102487721744,948.1881749134717,2050.5124211337434,2198.646262314402
0.035,0.015,0.525,372.0340926155873,409.45537009336476,176.70566937465438,188.0859130486093,74.99905036055567,79.51639822923714,71.28953867833607,69.20744284656249,49.03983420204115,72.6456159689558,437.2700516192588,458.43950829836837,1630.9786360417095,1773.155197718175
0.04,0.015,0.525,381.4704778925215,417.05171705945213,180.98912502388825,192.08558946912046,77.21486987327278,81.98725570233009,73.25313553234159,69.50252076047526,50.01334746301889,73.47635112752627,447.36478964087405,467.47476022874207,1671.5795767063487,1813.289181539323
0.045,0.015,0.525,392.39629058372356,430.88709519070335,185.91285839039688,199.08175366767347,80.3939934999983,85.69356245174792,75.14520710812705,71.8383337423404,50.94423158520127,74.2734453289415,459.29738149680867,477.8282956521078,1715.8506265346673,1851.4151173126552
0.05,0.015,0.525,404.6650412301111,439.91434098887805,191.9593181449436,203.24726705368366,83.44479680807162,87.825908476358,77.48912636865958,73.79700232674672,51.771799908436314,75.04416313208965,466.8701631166376,486.9176577659758,1747.1532987496473,1888.7242340462724
0.055,0.015,0.525,409.8804236090905,447.41690955771526,194.7154465266235,207.11228065616754,84.58806802043237,90.36834453220307,78.01530467042956,74.13430668402628,52.561604391605016,75.80197768531835,473.08340336759477,495.8155210848752,1777.1388877883398,1927.6286678500662
0.035,0.0175,0.525,369.8197991996767,407.3646051591791,175.92112311189814,187.1792145022247,74.00774334946438,78.95472744593887,71.0279468890949,69.18050209164615,48.862985849219285,72.0501611193694,508.0713952719977,530.9078422331531,1677.6407750878664,1811.4042385128214
0.04,0.0175,0.525,379.4205450808547,415.10432387784755,180.28468717457784,191.17778636663832,76.34646050274917,81.45164584827948,72.98911676327886,69.64054528730018,49.800280640248815,72.83434637562954,519.9667559904169,541.3417704035563,1718.7691862567744,1853.4038239493736
0.045,0.0175,0.525,390.9132584774319,427.56171594461523,185.18714794894328,197.72616332220474,79.84961473282176,84.79811812500249,75.25010220454911,71.42143179882434,50.62639359111781,73.61600269858366,532.5710308393049,553.850495032057,1759.8031566655497,1903.3176861529387
0.05,0.0175,0.525,401.32669112052264,437.8865425399573,191.26848528378036,202.30054110686683,83.18942741286185,87.31094185775838,75.45905277590924,73.90001628074135,51.409725647971165,74.37504329459077,543.8445991763235,563.916026054597,1796.4457232949967,1931.9541730268004
0.055,0.0175,0.525,411.37933251052254,445.10336242578376,195.64621612002276,206.08197056688525,85.60478490650019,89.66202184826103,77.97050893391416,74.23880082156427,52.15782255008543,75.12056918907318,554.8309119455388,573.7471420128916,1833.5874052274692,1967.9290459656468
0.035,0.02,0.525,368.9190227280394,403.9014169867691,175.06942773967918,186.21229762364842,74.24035373618686,78.56671955260336,70.94969650619355,67.68402848567777,48.65954474597983,71.43837132483958,577.089313965002,603.7426217678101,1715.6007877218115,1860.944812047842
0.04,0.02,0.525,380.5352875360313,412.9655339437518,180.41233854340388,190.28429121936355,77.35590280964638,80.87543234619577,73.27993985396864,69.61056346463155,49.487106329012406,72.19524691356095,592.0714856646885,614.1698725922865,1762.5115998957392,1893.130896661283
0.045,0.02,0.525,389.37509387572413,425.4570813297945,184.49861578066267,196.73880938111023,79.38052172804956,84.33154891854997,75.22184689141375,71.42995037947475,50.27410947559815,72.95677265065959,604.93379035029,627.1221676848122,1803.517408830505,1935.5719979825383
0.05,0.02,0.525,399.4897997170957,432.7005184805628,190.37472148472628,200.61270881770818,82.66804722286699,86.64934501100889,75.41936195177952,71.72721263066884,51.02766905772288,73.71125202117688,616.7123321176475,638.5295800992893,1839.7626312232821,1974.4703403226279
0.055,0.02,0.525,408.2620213995315,441.5477156574359,194.29670991205978,204.61783058289845,84.66389693742715,88.8108613245576,77.5467315729976,73.68830388221592,51.754682977046976,74.430719867764,628.9819875426629,649.9541180260512,1878.7328150297808,2011.3305392697896
0.035,0.0225,0.525,366.6395479452563,400.4994724125404,173.82557598869647,184.68725924859208,73.40617228948265,77.81249813898364,71.08169544773037,67.181718533669,48.32610421934684,70.81799649129565,643.2255333890969,672.1995072924582,1753.108643998234,1893.5003766133666
0.04,0.0225,0.525,377.46150520113014,409.1785233698116,178.94376208389167,188.54242732571714,76.53008917631433,79.88028366727511,72.8632153527978,69.200225907392,49.12443858812632,71.55558646942737,660.0550967175803,683.5813864546936,1801.984333274254,1930.1540374475521
0.045,0.0225,0.525,387.60237056317936,420.2321388661,183.48948237947175,193.61232523663057,78.86897555734788,82.64138637189063,75.36039568744262,71.66717786313666,49.88351693891715,72.31124939444214,674.5548442102352,700.4446747611696,1844.6285656079003,1985.1647635804743
0.05,0.0225,0.525,397.58951593965753,430.68835298660446,189.38410652983114,199.62216648730194,82.06027920674386,86.15392408406477,75.52421378213887,71.86583839248637,50.62091642094365,73.04642402275142,688.0485015897124,712.7362040689646,1880.9989238985834,2019.1221409095608
0.055,0.0225,0.525,406.42394343032197,439.087205967202,193.43226657764734,203.42438875878392,84.12571725070092,88.13958044413233,77.51893111221777,73.79248020430514,51.347028489755914,73.7307565599806,702.2452243813489,724.3953833736191,1922.4349043615514,2051.9477832646453
0.035,0.025,0.525,366.82740658117035,398.5017915956281,174.00304703173546,183.86997933029525,73.94790351842774,77.1528839457096,70.91040876366587,67.27461028388666,47.96604726734123,70.20431803573662,712.6633030684393,742.7208552215152,1799.8740251759932,1937.848784908378
0.04,0.025,0.525,375.49425460889734,407.1349395355582,178.00730451362688,187.52509200809453,75.92932677209295,79.46656007361199,72.83335567591715,69.20769894628272,48.724267647260355,70.93558850756894,727.5944838793184,752.886967849304,1841.8744092358463,1967.1360685251123
0.045,0.025,0.525,384.49006494895156,415.09880540150306,182.1323007860828,191.93376928706007,78.09435708528025,81.98041772910904,74.79877676734819,69.51210483024845,49.464630310240366,71.67251355508553,743.1111592402041,771.4932288741218,1883.5560423141994,2032.6989222394727
0.05,0.025,0.525,392.37850050341996,428.03915059073813,186.09214688109714,198.38600261589315,80.32815602426842,85.45244847050635,75.76574215837564,71.83527148640955,50.192455439678746,72.36542801792903,757.1369163512763,784.0863546650264,1922.496767329308,2058.8684019121833
0.055,0.025,0.525,404.36042925855435,436.92229469745865,192.34865048603962,202.54214469359187,83.47714326977712,87.54413686197785,77.62527846349299,73.79777933088137,50.90935703924464,73.03823381100754,773.2399918148883,799.4008681169192,1964.3649183705525,2103.659381414675
0.035,0.0275,0.525,364.72687150826823,395.683031913363,172.9481597831561,182.21781987778272,73.32086967870754,76.60129082003373,70.88081113801911,67.28225696141868,47.57703090838547,69.58166425412789,777.0875768817697,805.0024118128339,1837.0855318786816,1962.5588408727365
0.04,0.0275,0.525,373.7383939524087,406.4875542683229,177.019222778623,187.74637078300594,75.42676172415518,79.25672339572247,72.97322390393849,69.17984550863001,48.31918554569205,70.30461458096447,793.5490359912017,831.3063863280614,1879.9342280852254,2034.0950057147286
0.045,0.0275,0.525,382.46098012159274,412.9692935182093,181.04865247888068,190.82667207080385,77.45016127248975,81.49407176589094,74.91292560591673,69.64007758724867,49.0492407643056,71.00847209426588,810.2596912804979,840.9347536813847,1922.7329429386564,2071.308003533237
0.05,0.0275,0.525,389.34221331640975,425.64934906191485,184.68036678554807,197.86813377560256,79.64912808837342,84.66773214830891,75.24594173052115,71.42087515334926,49.766776711967104,71.6926079846541,825.0998825174923,863.6381202574981,1964.4137846451933,2120.05200095265
0.055,0.0275,0.525,402.28733380929486,435.3312938110272,191.30296610000732,202.1612893393156,82.91692574494806,86.91153340331554,77.59405340701936,73.90207327100103,50.473388557320135,72.35639779739499,842.9047712826383,877.7996467173637,2004.6305778591268,2153.101895063473
0.035,0.03,0.525,361.44475758449585,391.78199346311715,171.41390303006622,180.3525570767842,72.37988332816528,75.6221031728222,70.46844789990531,66.87518672656466,47.18252332635906,68.93214648694608,839.9662660489108,868.2223040586381,1874.5393599614392,1996.382581245054
0.04,0.03,0.525,371.7687952509303,403.1804000969327,176.01125415281095,185.783225539796,74.89766227879942,78.48932315792972,72.9450754148278,69.28362299133136,47.914803404492154,69.62422840787565,858.3238790975988,893.0386236229449,1918.329582166316,2069.5751862920356
0.045,0.03,0.525,378.54160503515146,411.4323574084803,179.71774800577734,190.56203418028042,76.9390135651726,80.95202835932125,73.24978691009998,69.6115809182254,48.63505655410154,70.3067139506532,875.0356553631634,915.9707424443297,1960.5683552570576,2117.5606691556713
0.05,0.03,0.525,387.43645937435383,423.5911129426885,183.74497801325083,196.9394676674904,78.99720894165682,84.24218733716941,75.3514155701188,71.42796365972467,49.34285684932742,70.98149427830398,893.1853054426246,934.7428803410281,2005.7209149522123,2161.818192303263
0.055,0.03,0.525,399.2737932318083,430.5622147310821,189.84665701601267,200.87179126446796,82.18008762696135,86.32200457920871,77.20727515409669,71.73178190786957,50.039773434737654,71.63663697953591,911.0565014273997,952.7946068672366,2046.6722674964456,2204.2765822721017
