cop,total,skid,acc,end,ax
0.6,436.0226762888239,76.35601482328356,71.86916327418594,201.43697705534794,86.36052113600645
0.65,435.94024541733626,80.38128939411781,71.0917977852593,199.56330217241728,84.90385606554187
0.675,431.20645910774783,78.2514613927656,70.66935832454236,198.22621315161737,84.05942623882247
0.7,430.1842820132005,78.1350034291363,70.25932838606053,197.75589327049053,84.03405692751313
0.725,426.6992957486641,74.65448705892744,69.84094111724457,197.9177083515811,84.28615922091099
